,Modal Administration,Urban/Rural,Project Name,Applicant,Round,cap_plan,Project Type,Project Description,Amount,coord,lat,lon
61,MARAD,Rural,Northwest Tennessee Port (Lake County),Tennessee DOT,2010,Capital,Port,"Tiger II dollars will be used to build a port and harbor facility on the Mississippi River, at Cates Landing in Tennessee. Dock facilities will be constructed and additional, necessary, on-site improvements will be made to create a connection between barge traffic at the port and truck freight movement. The port will be the deepest between Baton Rouge and St. Louis. The project is near multiple interstates and will be constructed following the guidelines of Clean Ports USA. This supports economic development in one of the poorest areas of the country, with over 37 percent of residents living beneath the poverty line.",13000000.0,"(36.458086, -89.424519)",36.458086,-89.424519
62,MARAD,Urban,Port of Pascagoula Intermodal Improvements,Jackson County Port Authority,2013,Capital,Port,"TIGER funds will be used to upgrade the rail connection at the Port of Pascagoula Bayou Harbor to make the transportation of goods in and out of the Port more efficient. They will also be used to develop a modern facility for receipt, storage, and export of renewable energy resources. As part of the project, the Mississippi Rail Line will be relocated from downtown Pascagoula to a more direct, existing railroad right-of-way that will allow the closure of 16 rail crossings. The new alignment is in a less densely traveled area, which will eliminate daily automobile traffic delays from blocked crossings, while improving the efficiency and capacity of the rail interchange.",14000000.0,"(30.359679, -88.567962)",30.359679,-88.567962
63,FHWA,Urban,Philadelphia Area Pedestrian and Bicycle Network (PA and NJ),City of Philadelphia,2009,Capital,Bicycle and Pedestrian,"The overall project will repair, reconstruct and improve 16.3 miles of pedestrian and bicycle facilities that will complete a 128-mile regional network in six counties around Philadelphia and Southern New Jersey. The primary commuter routes closest to downtown will be completed, in some of the communities hardest hit by the current economic downturn including Southwest Philadelphia and Camden, NJ. These paths will help connect residents in these areas to more prosperous communities that provide employment opportunities, including Philadelphia and Cherry Hill, NJ. Costing significantly less per mile than transit or roads, investing in pedestrian and bicycle infrastructure is a cost-effective strategy for reducing traffic congestion, greenhouse gas emissions, and dependence on oil while also providing public health, safety and air quality benefits.",23000000.0,"(39.952344, -75.163483)",39.952344,-75.163483
64,MARAD,Urban,South Hudson Intermodal Facility,"City of Bayonne, NJ",2012,Capital,Port,"TIGER funds will expand the capacity of the largest port on the East Coast by building a new intermodal facility. New capacity is needed to accommodate larger, Post Panamax vessels that will be too big to sail under the Bayonne Bridge, limiting the port’s effectiveness. The improvements funded by this grant will allow for direct transfer of export and import containers from the terminal on the ocean side of the Bayonne Bridge to the national rail network. The Port Authority of New York and New Jersey is matching these funds with over $100 million to the creation of the facility. When completed, the South Hudson Intermodal Facility will be capable of handling 250,000 containers per year.",11400000.0,"(40.671727, -74.076852)",40.671727,-74.076852
65,FHWA,Urban,I-5 Lewis-McChord Area Congestion Mgmt.,Washington State DOT,2011,Capital,Road,"The project will add capacity to Interstate 5 by managing demand, and providing real time information to drivers on this heavily congested, 15-mile-long corridor that borders Joint Base Lewis-McChord between Olympia, WA and Tacoma, WA. Approximately fifteen percent of the traffic in the corridor is freight traffic. The project will deploy innovative traffic management strategies along Interstate-5 and into the Base, and expand traveler information. The project will also add HOV/express bypass lanes at 12 ramp meters.",15000000.0,"(47.100028, -122.585113)",47.100028,-122.585113
66,FHWA,Urban,Birmingham Roads to Recovery,"City of Birmingham, AL",2012,Capital,Road,"TIGER funds will complete a regional multimodal street network in a community devastated by tornadoes in 2011. Rebuilding the Birmingham-area roads network will reconnect residents with public transit hubs, schools, employment centers, recreational facilities, and historic Civil Rights destinations.",10000000.0,"(33.520684, -86.809913)",33.520684,-86.809913
67,FTA,Urban,City of Chattanooga Rail Transit Implementation Plan,City of Chattanooga,2014,Planning,Transit,"The Rail Transit Implementation Plan will evaluate the feasibility of using 21 miles of freight rail infrastructure for passenger service. Additionally, the plan seeks to establish an implementation strategy for a 23-mile long passenger rail system in the City.",400000.0,"(35.045751, -85.310789)",35.045751,-85.310789
68,FRA,Urban,Raleigh Union Station Phase I,"City of Raleigh, NC",2012,Capital,Rail,"TIGER funds will support intercity passenger service in downtown Raleigh, North Carolina. The planned Southeast High Speed Rail Line will provide expanded service to intercity and commuter rail passengers, improve freight operations, and add local and intercity bus service. The project will also enhance safety by improving track signals and access to station platforms.
",21000000.0,"(35.77528, -78.646197)",35.77528,-78.646197
69,FRA,Urban,OKC Intermodal Transportation Hub,The City of Oklahoma City,2013,Capital,Rail," TIGER funds will support the renovation of OKC’s Santa Fe Depot facility to reinstate space for Amtrak passenger rail service and provide access for future streetcar, light rail, and commuter rail services. Proposed improvements to the facility include several components: a common area in the rehabilitated Santa Fe Depot building; an Amtrak station area for ticketing, baggage, and waiting area functions; added streetscape and improved bicycle and pedestrian facilities oriented to Bricktown and Downtown; and improvements on E.K. Gaylord Boulevard to provide connectivity among the various travel modes, including the future streetcar.",13591178.0,"(35.421551, -97.501153)",35.421551,-97.501153
70,FHWA,Urban,Bridge Boulevard Corridor Redevelopment Plan,Bernalillo County,2010,Planning,Planning,"The Bridge Boulevard corridor plan, a three mile-long arterial and river crossing in Bernalillo County’s historic South Valley, will help guide development on the fourth-most congested corridor in the Albuquerque metropolitan area. The plan will focus on improvements to bicycle and pedestrian infrastructure, increased transit service, and re-development that mixes affordable and market-rate housing, retail and employment. It will also study the development of a tax-increment development district in this rapidly growing section of the city.",262500.0,"(35.081067, -106.646881)",35.081067,-106.646881
71,FHWA,Rural,Improvements to BIA Route 2,Oglala Sioux Tribe,2013,Capital,Road,"TIGER funds will upgrade 17.6 miles of loose gravel road to a paved surface that will provide a critical arterial route in the Pine Ridge Indian Reservation, one of the most economically distressed populations in the United States. The project will include a designated bicycle lane, which will provide enough room for motor vehicles and bicyclists to share the road. This project is the result of a decade of planning studies and efforts to improve the transportation accessibility for this area.",8777960.0,"(43.243299, -102.68217)",43.243299,-102.68217
