,Round,Project Name,Applicant Name,State,City,Project Type,Urban / Rural,Funding Request,Project Cost,Applicant Type,Grant
156,2009,HUMBOLDT MARINE HIGHWAY MODERNIZATION PROJECT,"Humboldt Bay Harbor, Recreation and Conservation District",California,Eureka,Maritime,Rural,10000000.0,10861000.0,Rural Development Organization,TIGER 2009
157,2009,Bald Hills Road Rehabilitation and Paving,Humboldt County Department of Public Works,California,Eureka,Road,Rural,35000000.0,44500000.0,"Local Government (or political subdivision thereof, e.g. City, County, Township, Parish, etc.)",TIGER 2009
158,2009,Calexico East Port of Entry Infrastructure Investment,Imperial Valley Association of Governments (IVAG),California,El Centro,Road,Rural,24000000.0,24000000.0,State Govt.,TIGER 2009
159,2009,Mountain View Avenue Bridge and Roadway Improvements,Inland Valley Development Agency,California,San Bernardino,Road,Urban,20000000.0,20000000.0,Local Govt.,TIGER 2009
160,2009,South Lake Road Improvement Project,Inyo County Local Transportation Commission,California,Independence,Road,Rural,4120000.0,4120000.0,Local Govt.,TIGER 2009
161,2009,State Route 119/Cherry Avenue Widening Project,Kern Regional Transit,California,Bakersfield,Road,Rural,53300000.0,60117000.0,Local Govt.,TIGER 2009
162,2009,System Improvements for County-Maintained Roads,Mendocino County Department of Transportation,California,Ukiah,Road,Rural,19200000.0,19200000.0,Local Govt.,TIGER 2009
163,2009,"Upgrade County Maintained Roads - Mendocino County, California",Mendocino County Department of Transportation,California,Ukiah,Road,Rural,16000000.0,16000000.0,Local Govt.,TIGER 2009
164,2009,"Willits Bypass (New Freeway Construction) On U.S. 101 in Mendocino County in and near Willits, California",Mendocino County Department of Transportation,California,Ukiah,Road,Rural,29000000.0,261394000.0,Transit Agency,TIGER 2009
165,2009,Economic Stimulus Using Nature (E-SUN),Mendocino Transit Authority,California,Ukiah,Transit,Rural,7350000.0,22029000.0,Transit Agency,TIGER 2009
166,2009,CAMPUS PARKWAY  SEGMENTS 2 AND 3,Merced County,California,Merced,Road,Urban,73500000.0,128705721.0,Local Govt.,TIGER 2009
167,2009,"Improvements to Port Sonoma in Petaluma, California ",North Bay Ferry Service,California,Petaluma,Maritime,Urban,6811976.0,6811976.0,Local Govt.,TIGER 2009
168,2009,"NORTH COAST, CA RAILROAD SAFETY PROJECT",North Coast Railroad Authority,California,Ukiah,Rail,Urban/Rural,20000000.0,20000000.0,Transit Agency,TIGER 2009
169,2009,San Bernardino Valley Express Corridor (sbX) Project,Omnitrans,California,San Bernardino,Transit,Urban,32600000.0,32600000.0,Transit Agency,TIGER 2009
170,2009,Port of Hueneme Wharf Infrastructure Investment Project,Oxnard Harbor District,California,Port Hueneme,Maritime,Urban,10100611.0,14300611.0,Port Authority,TIGER 2009
171,2009,Kings Beach Commercial Core Improvement Project,Placer County Public Works Department,California,Truckee,Road,Urban,20000000.0,51268485.0,Local Govt.,TIGER 2009
172,2009,Gerald Desmond Bridge Replacement Project,Port of Long Beach,California,Long Beach,Maritime,Urban,30000000.0,1125200.0,Port Authority,TIGER 2009
173,2009,Richmond Port of Entry Project,"Port of Richmond, California ",California,Richmond,Maritime,Urban,23000000.0,59860000.0,Port Authority,TIGER 2009
174,2009,California Green Trade Corridor,Port of Stockton,California,Oakland,Maritime,Urban,56000000.0,69300000.0,Metropolitan Planning Organization,TIGER 2009
175,2009,Residential Community Primary Access Road Improvement ,Reservation Transportation Authority,California,Temecula,Road,Rural,19762425.0,19762425.0,Tribal government,TIGER 2009
176,2009,Auto Center Grade Separation Project,Riverside County Transportation Commission,California,Riverside,Rail,Urban,31800000.0,96031000.0,"Local Government (or political subdivision thereof, e.g. City, County, Township, Parish, etc.)",TIGER 2009
177,2009,US 50 @ Watt Avenue Interchange Improvements Project,Sacramento County,California,Sacramento,Road,Urban/Rural,35000000.0,52409000.0,Local Govt.,TIGER 2009
178,2009,South Sacramento Corridor Phase 2 (SSCP2) Multi-Modal Parking Structure,Sacramento Regional Transit District,California,Sacramento,Transit,Urban,31500000.0,270000000.0,Transit Agency,TIGER 2009
179,2009,I-10 WESTBOUND MIXED FLOW LANE ADDITION,San Bernardino Associated Governments (SANBAG),California,San Bernardino,Road,Urban,26500000.0,43200000.0,Metropolitan Planning Org,TIGER 2009
180,2009,La Mesa Nisqualli Interchange,San Bernardino Associated Governments (SANBAG),California,San Bernardino,Transit,Urban,23000000.0,91800000.0,Metropolitan Planning Org,TIGER 2009
181,2009,32nd Street at Harbor Drive and Vesta Street Bridge in San Diego,San Diego Association of Governments (SANDAG),California,San Diego,Road,Urban,60000000.0,191300000.0,Transit Agency,TIGER 2009
182,2009,State Route 905 Phase 2,San Diego Association of Governments (SANDAG),California,San Diego,Road,Urban,20200000.0,449313000.0,Transit Agency,TIGER 2009
183,2009,Ultimate Transit Stations,San Diego Association of Governments (SANDAG),California,San Diego,Transit,Urban,50000000.0,50000000.0,Transit Agency,TIGER 2009
184,2009,BART Oakland Airport Connector Project ,San Francisco Bay Area Rapid Transit District,California,Oakland,Transit,Urban,5000000.0,529000000.0,Transit Agency,TIGER 2009
185,2009,I-5 North Stockton Widening and HOV Lane,San Joaquin Council of Governments,California,Stockton,Road,Urban,56855850.0,126403700.0,"Local Government (or political subdivision thereof, e.g. City, County, Township, Parish, etc.)",TIGER 2009
186,2009,State Route 99 – Arboleda Road Freeway ,San Joaquin Valley Regional Planning Agencies' Policy Council,California,Visalia,Road,Rural,50000000.0,176800000.0,Transit Agency,TIGER 2009
187,2009,Hayward Yard Expansion,Santa Clara Valley Transportation Authority (VTA),California,San Jose,Transit,Urban,50000000.0,62282009.0,Transit Agency,TIGER 2009
188,2009,Santa Rosa Mid-Size City Pilot Project: Making Transit Work For the Future,Santa Rosa Department of Transit,California,Santa Rosa,Transit,Urban/Rural,1600000.0,1800000.0,Local Govt.,TIGER 2009
189,2009,Interstate 5 South Redding Six Lane Project,Shasta County Regional Transportation Planning Agency,California,Redding,Road,Urban,27113000.0,153842000.0,Rural Development Organization,TIGER 2009
190,2009,State Route 299 STAA Project,Shasta County Regional Transportation Planning Agency,California,Redding,Road,Rural,55500000.0,55500000.0,Metropolitan Planning Org,TIGER 2009
191,2009,U.S HIGHWAY 101 – HIGH OCCUPANCY VEHICLE (HOV) LANES,Sonoma County Transportation Authority,California,Santa Rosa,Road,Urban,27000000.0,27000000.0,Local Govt.,TIGER 2009
192,2009,Sonoma-Marin Area Rail Transit District,Sonoma-Marin Area Rail Transit (SMART),California,San Rafael,Transit,Urban,97740000.0,600000000.0,"Local Government (or political subdivision thereof, e.g. City, County, Township, Parish, etc.)",TIGER 2009
193,2009,California - Pacific Northwest -Midwest Regional Fuel Cell Bus Program,South Coast Air Quality Management District,California,Diamond Bar,Transit,Urban,131000000.0,168200000.0,Transit agency,TIGER 2009
194,2009,Implementation of Positive Train Control in Southern California,Southern California Regional Rail Authority,California,Los Angeles,Rail,Urban,38300000.0,201600000.0,Other,TIGER 2009
195,2009,State Route(SR 4) East Transportation Corridor SR 4 Bypass,State Route 4 Bypass Authority,California,Martinez,Road,Urban,25500000.0,308578000.0,Transit agency,TIGER 2009
196,2009,Transit Facilities Replacement,SunLine Transit Agency,California,Thousand Palms,Transit,Urban,46000000.0,48408390.0,Transit agency,TIGER 2009
197,2009,Interstate 5 & Historic 99 Flores Avenue Goods Movement Connection,Tehama County Transportation Commission & Tehama County Public Works,California,Gerber,Road,Rural,6300000.0,7965000.0,"Local Government (or political subdivision thereof, e.g. City, County, Township, Parish, etc.)",TIGER 2009
198,2009,The City of Desert Hot Springs Indian Avenue,The City of Desert Hot Springs,California,Desert Hot Springs,Road,Rural,60000000.0,59500457.0,Local Govt.,TIGER 2009
199,2009,Port of San Diego Marine Terminal Reconfiguration,The Port of San Diego,California,San Diego,Maritime,Urban,22800000.0,25000000.0,Port Authority,TIGER 2009
200,2009,Santa Cruz Metropolitan Transit District METROBASE Proposal,The Santa Cruz Metropolitan Transit District,California,Santa Cruz,Transit,Rural,65250000.0,115070595.0,"Local Government (or political subdivision thereof, e.g. City, County, Township, Parish, etc.)",TIGER 2009
201,2009,Yucca Loma Bridge Segment of the Yucca Loma Bridge/Yates Road/Green Tree Blvd Congestion Relief Project,"Town of Apple Valley, CA",California,Apple Valley,Road,Urban,38000000.0,51000000.0,"Local Government (or political subdivision thereof, e.g. City, County, Township, Parish, etc.)",TIGER 2009
202,2009,Eastern Sierra Regional Transit Hub Economic Stimulus Project,Town of Mammoth Lakes,California,Mammoth Lakes,Transit,Rural,24000000.0,29085000.0,"Local Government (or political subdivision thereof, e.g. City, County, Township, Parish, etc.)",TIGER 2009
203,2009,State Route 89 Mousehole Union Pacific Railroad Undercrossing Improvement Project,Town of Truckee,California,Truckee,Other,Rural,5000000.0,9000000.0,Local Govt.,TIGER 2009
204,2009,Utility Relocation for the Transbay Transit Center,Transbay Joint Powers Authority,California,San Francisco,Transit,Urban,62000000.0,1189000000.0,Transit Agency,TIGER 2009
205,2009,US 101-San Juan Road Interchange,Transportation Agency for Monterey County,California,Salinas,Road,Rural,17875000.0,90600000.0,Transit agency,TIGER 2009
206,2009,Tahoe-Pyramid Bikeway:Truckee River Canyon,Truckee-Donner Recreation and Park District,California,Truckee,Other,Rural,6313225.0,6645500.0,"Local Government (or political subdivision thereof, e.g. City, County, Township, Parish, etc.)",TIGER 2009
207,2009,Cache Creek Bridge Construction Project,"Yolo County, California",California,Woodland,Road,Rural,1250075.0,1513075.0,Local Govt.,TIGER 2009
208,2009,BEALE AIR FORCE BASE GATEWAY COMPLETE STREETS AND ECONOMIC REVITALIZATION PROJECT,Yuba County Public Works Department,California,Marysville,Road,Urban,20000000.0,21500000.0,"Local Government (or political subdivision thereof, e.g. City, County, Township, Parish, etc.)",TIGER 2009
209,2009,Requa Road Rehabilitation and Bridge Replacement,Yurok Tribe,California,Klamath,Road,Rural,22918168.0,22959168.0,Local Govt.,TIGER 2009
210,2009,Arvada UP Harmonization Project,City and Community of Arvada,Colorado,Arvada,Rail,Urban,36959781.0,36959781.0,Local Govt.,TIGER 2009
211,2009,I- 225/Colfax Avenue/17th Place Interchange – Phase III,"City of Aurora, CO",Colorado,Aurora,Rail,Urban,19800000.0,43000000.0,Local Govt.,TIGER 2009
212,2009,Infrastructure Improvement Project,"City of Brush, Colorado",Colorado,Brush,Road,Rural,4525505.0,6239710.0,Local Govt.,TIGER 2009
213,2009,North Powers Extension Project,City of Colorado Springs,Colorado,Colorado Springs,Road,Urban,99000000.0,183000000.0,Local Govt.,TIGER 2009
214,2009,Grade-Separated Interchange U.S. 6 and 19th Street,"City of Golden, CO",Colorado,Golden,Road,Urban,47836000.0,50336000.0,Local Govt.,TIGER 2009
215,2009,29 Road and Interstate 70B Viaduct and Interchange,City of Grand Junction,Colorado,Grand Junction,Road,Urban,20000000.0,522171079.0,Local Govt.,TIGER 2009
216,2009,67.00 and Oak Grove Road,"City of Montrose, Colorado",Colorado,Montrose,Road,Rural,17300000.0,18928000.0,Local Govt.,TIGER 2009
217,2009,Huron Street Reconstruction Projects Phase I and Phase II,City of Northglenn,Colorado,Denver,Road,Urban,8000000.0,8000000.0,Local Govt.,TIGER 2009
218,2009,I-25 Dillon/Eden Interchange,City of Pueblo,Colorado,Pueblo,Road,Urban,55000000.0,5450916.0,Local Govt.,TIGER 2009
219,2009,Powers/Peterson Interchange Project ,Colorado Department of Transportation,Colorado,Pueblo,Road,Urban,50000000.0,271543413.0,State Govt.,TIGER 2009
220,2009,"Roads, Rivers, and Recovery Project",Colorado Department of Transportation,Colorado,Golden,Road,Rural,65200000.0,91800000.0,State Govt.,TIGER 2009
221,2009,State highway 392 / i-25 interchange,Colorado Department of Transportation,Colorado,Denver,Road,Urban,27000000.0,27000000.0,Local Govt.,TIGER 2009
222,2009,U.S. 36 Managed Lanes/Bus Rapid Transit,Colorado Department of Transportation,Colorado,Denver,Road,Urban,200000000.0,260000000.0,Transit agency,TIGER 2009
223,2009,"US 40/287 Ports-to-Plains Corridor Completion (Colorado Section): Hugo-east Phases I & II, Kit Carson In-town (Mile Points 399.9 to 413.5)",Colorado Department of Transportation,Colorado,Limon,Road,Rural,40000000.0,40000000.0,State Govt.,TIGER 2009
224,2009,Eagle County Airport Interchange and Connector Bridge: A Multimodal Solution,Eagle County Government,Colorado,Eagle,Other,Rural,65000000.0,77619000.0,"Local Government (or political subdivision thereof, e.g. City, County, Township, Parish, etc.)",TIGER 2009
225,2009,Georgetown Loop Railroad® Revitalization Project,Facilities & Regional Museums Colorado Historical Society,Colorado,Denver,Rail,Rural,27300000.0,27300000.0,Other,TIGER 2009
226,2009,I-25 and Arapahoe Road (SH88) Interchange Reconstruction ,I-25 and Arapahoe Road Interchange Coalition,Colorado,Englewood,Road,Urban,60000000.0,130000000.0,Local Govt.,TIGER 2009
227,2009,S. Wadsworth Blvd. (S.H. 121)/Waterton Road Intersection Project,Jefferson County Government,Colorado,Golden,Road,Urban,9600000.0,12000000.0,Local Govt.,TIGER 2009
228,2009,Industrial Freight Rail Infrastructure,Morgan County,Colorado,Fort Morgan,Rail,Rural,17053536.0,17053536.0,"Local Government (or political subdivision thereof, e.g. City, County, Township, Parish, etc.)",TIGER 2009
229,2009,County Road 1 (CR-1),Ouray County,Colorado,Ouray,Road,Rural,15952175.0,15952175.0,Local Govt.,TIGER 2009
230,2009,Lime Road Realignment and Reconstruction,"Pueblo County, Colorado",Colorado,Pueblo,Road,Rural,4809731.0,6009000.0,Local Govt.,TIGER 2009
231,2009,VelociRFTA Bus Rapid Transit,Roaring Fork Transportation Authority,Colorado,Aspen,Transit,Urban,54280000.0,67850000.0,Transit Agency,TIGER 2009
232,2009,"Routt County Road 14 Phase 4, Reconstruction and Widening with Shoulder Improvements","Routt County, Colorado",Colorado,Steamboat Springs,Road,Rural,14112940.0,15683946.0,"Local Government (or political subdivision thereof, e.g. City, County, Township, Parish, etc.)",TIGER 2009
233,2009,San Luis Valley Rail Mobility Initiative (SLVRMI),San Luis Valley Development Resources Group,Colorado,Alamosa,Rail,Rural,98200000.0,98200000.0,Local Govt.,TIGER 2009
234,2009,ECO/Avon Joint Regional Transportation Operations Facility,Town of Avon and Eagle County,Colorado,Gypsum,Transit,Urban,27327463.0,38098463.0,Local Govt.,TIGER 2009
235,2009,East Eagle Interchange,Town of Eagle,Colorado,Eagle,Road,Rural,23416303.0,347536939.0,Transit Agency,TIGER 2009
236,2009,I-70 West Parachute Interchange,Town of Parachute,Colorado,Parachute,Road,Rural,15000000.0,15600000.0,"Local Government (or political subdivision thereof, e.g. City, County, Township, Parish, etc.)",TIGER 2009
237,2009,Multiple Projects,City of Bridgeport,Connecticut,Bridgeport,Maritime,Urban,71137952.0,52000000.0,Local Govt.,TIGER 2009
238,2009,Hartford Union Station Connectivity Project,City of Hartford,Connecticut,Hartford,Transit,Urban,33587677.0,39686177.0,Local Govt.,TIGER 2009
239,2009,Downtown Crossing,City of New Haven,Connecticut,New Haven,Road,Urban,36230000.0,40250000.0,Local Govt.,TIGER 2009
240,2009,Integrated Multi-Modal Transportation Facility,"City of Norwalk, Connecticut",Connecticut,Norwalk,Transit,Urban,7000000.0,9071000.0,Local Govt.,TIGER 2009
241,2009,Stamford Urban Transitway,City of Stamford,Connecticut,Stamford,Transit,Urban,32000000.0,131704602.0,Local Govt.,TIGER 2009
242,2009,Branford Steam Railroad,Connecticut Department of Transportation,Connecticut,Newington,Rail,Urban/Rural,6455000.0,6455000.0,State Govt.,TIGER 2009
243,2009,Central New England Railroad,Connecticut Department of Transportation,Connecticut,Newington,Rail,Urban/Rural,41751722.0,41751722.0,State Govt.,TIGER 2009
244,2009,Connecticut Southern Railroad and New England Central Railroad,Connecticut Department of Transportation,Connecticut,Newington,Rail,Urban/Rural,7775000.0,7775000.0,State Govt.,TIGER 2009
245,2009,CONSTRUCTION OF THE NEW BRITAIN – HARTFORD BUSWAY,Connecticut Department of Transportation,Connecticut,Newington,Transit,Urban,63900000.0,572690000.0,Transit Agency,TIGER 2009
246,2009,"Georgetown Redevelopment Project, Redding and Wilton. CT",Connecticut Department of Transportation,Connecticut,Newington,Transit,Rural,28000000.0,43568098.0,State Govt.,TIGER 2009
247,2009,Housatonic Rail Rehabilitation Project,Connecticut Department of Transportation,Connecticut,Old Lyme,Rail,Urban/Rural,20600000.0,20600000.0,State Govt.,TIGER 2009
248,2009,I‐95 New Haven Harbor Crossing Corridor Improvement Program,Connecticut Department of Transportation,Connecticut,Newington,Road,Urban,50000000.0,684000000.0,State Govt.,TIGER 2009
249,2009,Naugatuck Railroad Company (NAUG) Torrington Line upgrades,Connecticut Department of Transportation,Connecticut,Newington,Rail,Urban/Rural,4830000.0,4830000.0,State Govt.,TIGER 2009
